Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap,Season,Round,EventName
2021-05-23 14:03:07,Flag,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 16:03:07,,BLUE,Driver,,22,48.0,2021,5,Monaco Grand Prix
2021-05-23 14:03:09,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 16:03:09,,BLUE,Driver,,9,48.0,2021,5,Monaco Grand Prix
2021-05-23 14:03:21,Other,CAR 3 (RIC) TIME 1:22.040 DELETED - TRACK LIMITS AT TURN 10,,,,,,48.0,2021,5,Monaco Grand Prix
2021-05-23 14:04:05,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 16:04:04,,BLUE,Driver,,9,48.0,2021,5,Monaco Grand Prix
2021-05-23 14:04:27,Flag,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 16:04:27,,BLUE,Driver,,14,49.0,2021,5,Monaco Grand Prix
2021-05-23 14:04:41,Flag,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 16:04:40,,BLUE,Driver,,14,49.0,2021,5,Monaco Grand Prix
2021-05-23 14:05:09,Other,CAR 9 (MAZ) TIME 1:22.519 DELETED - TRACK LIMITS AT TURN 10,,,,,,49.0,2021,5,Monaco Grand Prix
2021-05-23 14:08:06,Flag,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 16:08:06,,BLUE,Driver,,3,52.0,2021,5,Monaco Grand Prix
2021-05-23 14:11:36,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 16:11:36,,BLUE,Driver,,63,54.0,2021,5,Monaco Grand Prix
2021-05-23 14:14:51,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 16:14:51,,BLUE,Driver,,63,57.0,2021,5,Monaco Grand Prix
2021-05-23 14:15:21,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 16:15:20,,BLUE,Driver,,63,57.0,2021,5,Monaco Grand Prix
2021-05-23 14:16:32,Other,CAR 63 (RUS) TIME 1:23.427 DELETED - TRACK LIMITS AT TURN 10,,,,,,58.0,2021,5,Monaco Grand Prix
2021-05-23 14:16:37,Other,CAR 6 (LAT) TIME 1:17.179 DELETED - TRACK LIMITS AT TURN 10,,,,,,58.0,2021,5,Monaco Grand Prix
2021-05-23 14:16:58,Flag,BLACK AND WHITE FLAG FOR CAR 6 (LAT) - TRACK LIMITS,,BLACK AND WHITE,Driver,,6,59.0,2021,5,Monaco Grand Prix
2021-05-23 14:17:52,Flag,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 16:17:52,,BLUE,Driver,,99,59.0,2021,5,Monaco Grand Prix
2021-05-23 14:18:26,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:18:25,,BLUE,Driver,,31,60.0,2021,5,Monaco Grand Prix
2021-05-23 14:19:34,Flag,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 16:19:33,,BLUE,Driver,,99,61.0,2021,5,Monaco Grand Prix
2021-05-23 14:20:07,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:20:07,,BLUE,Driver,,31,61.0,2021,5,Monaco Grand Prix
2021-05-23 14:20:13,Flag,WAVED BLUE FLAG FOR CAR 47 (MSC) TIMED AT 16:20:13,,BLUE,Driver,,47,61.0,2021,5,Monaco Grand Prix
2021-05-23 14:20:24,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 16:20:24,,BLUE,Driver,,9,61.0,2021,5,Monaco Grand Prix
2021-05-23 14:20:44,Flag,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 16:20:44,,BLUE,Driver,,3,62.0,2021,5,Monaco Grand Prix
2021-05-23 14:21:17,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 16:21:17,,BLUE,Driver,,9,62.0,2021,5,Monaco Grand Prix
2021-05-23 14:21:52,Other,CAR 18 (STR) UNDER INVESTIGATION - FAILING TO KEEP TO THE RIGHT OF THE LINE AT PIT EXIT,,,,,,63.0,2021,5,Monaco Grand Prix
2021-05-23 14:22:55,Flag,WAVED BLUE FLAG FOR CAR 47 (MSC) TIMED AT 16:22:55,,BLUE,Driver,,47,63.0,2021,5,Monaco Grand Prix
2021-05-23 14:23:49,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 16:23:49,,BLUE,Driver,,9,64.0,2021,5,Monaco Grand Prix
2021-05-23 14:25:31,Other,CAR 44 (HAM) TIME 1:16.498 DELETED - TRACK LIMITS AT TURN 10,,,,,,65.0,2021,5,Monaco Grand Prix
2021-05-23 14:25:34,Flag,WAVED BLUE FLAG FOR CAR 7 (RAI) TIMED AT 16:25:34,,BLUE,Driver,,7,66.0,2021,5,Monaco Grand Prix
2021-05-23 14:25:40,Flag,WAVED BLUE FLAG FOR CAR 7 (RAI) TIMED AT 16:25:40,,BLUE,Driver,,7,66.0,2021,5,Monaco Grand Prix
2021-05-23 14:26:02,Flag,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:26:01,,BLUE,Driver,,18,66.0,2021,5,Monaco Grand Prix
2021-05-23 14:26:04,Flag,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 16:26:03,,BLUE,Driver,,22,66.0,2021,5,Monaco Grand Prix
2021-05-23 14:26:50,Flag,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 16:26:49,,BLUE,Driver,,99,67.0,2021,5,Monaco Grand Prix
2021-05-23 14:27:14,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:27:13,,BLUE,Driver,,31,67.0,2021,5,Monaco Grand Prix
2021-05-23 14:27:40,Other,CAR 18 (STR) - NO FURTHER ACTION,,,,,,67.0,2021,5,Monaco Grand Prix
2021-05-23 14:29:52,Flag,WAVED BLUE FLAG FOR CAR 47 (MSC) TIMED AT 16:29:52,,BLUE,Driver,,47,69.0,2021,5,Monaco Grand Prix
2021-05-23 14:30:06,Flag,WAVED BLUE FLAG FOR CAR 47 (MSC) TIMED AT 16:30:05,,BLUE,Driver,,47,69.0,2021,5,Monaco Grand Prix
2021-05-23 14:32:23,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 16:32:23,,BLUE,Driver,,9,71.0,2021,5,Monaco Grand Prix
2021-05-23 14:33:37,Other,CAR 9 (MAZ) TIME 1:20.632 DELETED - TRACK LIMITS AT TURN 10,,,,,,72.0,2021,5,Monaco Grand Prix
2021-05-23 14:34:06,Flag,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 16:34:06,,BLUE,Driver,,22,72.0,2021,5,Monaco Grand Prix
2021-05-23 14:35:39,Flag,WAVED BLUE FLAG FOR CAR 6 (LAT) TIMED AT 16:35:38,,BLUE,Driver,,6,74.0,2021,5,Monaco Grand Prix
2021-05-23 14:37:15,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 16:37:15,,BLUE,Driver,,63,75.0,2021,5,Monaco Grand Prix
2021-05-23 14:39:22,Other,CAR 22 (TSU) TIME 1:17.043 DELETED - TRACK LIMITS AT TURN 10,,,,,,77.0,2021,5,Monaco Grand Prix
2021-05-23 14:39:40,Flag,BLACK AND WHITE FLAG FOR CAR 22 (TSU) - TRACK LIMITS,,BLACK AND WHITE,Driver,,22,77.0,2021,5,Monaco Grand Prix
2021-05-23 14:41:50,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,78.0,2021,5,Monaco Grand Prix
2021-06-06 11:45:13,Other,RISK OF RAIN FOR F1 RACE IS 0%,,,,,,1.0,2021,6,Azerbaijan Grand Prix
2021-06-06 11:57:09,Drs,DRS DISABLED,DISABLED,,,,,1.0,2021,6,Azerbaijan Grand Prix
2021-06-06 11:57:39,Flag,DOUBLE YELLOW IN TRACK SECTOR 21,,DOUBLE YELLOW,Sector,21.0,,1.0,2021,6,Azerbaijan Grand Prix
2021-06-06 11:57:48,Flag,CLEAR IN TRACK SECTOR 21,,CLEAR,Sector,21.0,,1.0,2021,6,Azerbaijan Grand Prix
2021-06-06 11:58:26,Flag,YELLOW IN TRACK SECTOR 2,,YELLOW,Sector,2.0,,1.0,2021,6,Azerbaijan Grand Prix
2021-06-06 11:58:31,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,,1.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:02:18,Flag,YELLOW IN TRACK SECTOR 17,,YELLOW,Sector,17.0,,1.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:02:19,Flag,CLEAR IN TRACK SECTOR 17,,CLEAR,Sector,17.0,,1.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:03:28,Flag,DOUBLE YELLOW IN TRACK SECTOR 21,,DOUBLE YELLOW,Sector,21.0,,1.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:03:32,Flag,CLEAR IN TRACK SECTOR 21,,CLEAR,Sector,21.0,,1.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:04:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:07:11,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 15,,,,,,2.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:07:25,Flag,CLEAR IN TRACK SECTOR 15,,CLEAR,Sector,15.0,,2.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:08:21,Drs,DRS ENABLED,ENABLED,,,,,3.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:08:32,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 17,,,,,,3.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:09:01,Flag,CLEAR IN TRACK SECTOR 17,,CLEAR,Sector,17.0,,3.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:11:04,Flag,YELLOW IN TRACK SECTOR 17,,YELLOW,Sector,17.0,,4.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:11:09,Flag,CLEAR IN TRACK SECTOR 17,,CLEAR,Sector,17.0,,4.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:23:27,Flag,YELLOW IN TRACK SECTOR 10,,YELLOW,Sector,10.0,,11.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:23:41,Flag,DOUBLE YELLOW IN TRACK SECTOR 10,,DOUBLE YELLOW,Sector,10.0,,11.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:23:43,Flag,YELLOW IN TRACK SECTOR 9,,YELLOW,Sector,9.0,,11.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:23:45,Flag,DOUBLE YELLOW IN TRACK SECTOR 11,,DOUBLE YELLOW,Sector,11.0,,11.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:23:47,Flag,CLEAR IN TRACK SECTOR 11,,CLEAR,Sector,11.0,,11.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:23:47,Flag,CLEAR IN TRACK SECTOR 10,,CLEAR,Sector,10.0,,11.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:23:51,Flag,CLEAR IN TRACK SECTOR 9,,CLEAR,Sector,9.0,,12.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:23:57,CarEvent,CAR 55 (SAI) OFF TRACK AND CONTINUED AT TURN 8,,,,,55,12.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:45:29,Flag,YELLOW IN TRACK SECTOR 17,,YELLOW,Sector,17.0,,24.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:45:31,Flag,CLEAR IN TRACK SECTOR 17,,CLEAR,Sector,17.0,,24.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:45:51,CarEvent,CAR 77 (BOT) OFF TRACK AND CONTINUED AT TURN 16,,,,,77,24.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:47:24,Flag,YELLOW IN TRACK SECTOR 6,,YELLOW,Sector,6.0,,25.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:47:30,Flag,DOUBLE YELLOW IN TRACK SECTOR 6,,DOUBLE YELLOW,Sector,6.0,,25.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:47:35,Flag,CLEAR IN TRACK SECTOR 6,,CLEAR,Sector,6.0,,25.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:47:39,CarEvent,CAR 9 (MAZ) OFF TRACK AND CONTINUED AT TURN 4,,,,,9,25.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:48:32,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 16:48:31,,BLUE,Driver,,9,25.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:49:54,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 16:49:53,,BLUE,Driver,,9,26.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:50:23,CarEvent,CAR 9 (MAZ) MISSED THE APEX OF TURN 15,,,,,9,26.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:50:31,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 16:50:31,,BLUE,Driver,,9,26.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:57:23,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 16:57:22,,BLUE,Driver,,9,30.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:57:58,Flag,DOUBLE YELLOW IN TRACK SECTOR 21,,DOUBLE YELLOW,Sector,21.0,,31.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:57:59,Other,DRS DISABLED IN ZONE 2,,,,,,31.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:58:08,Flag,YELLOW IN TRACK SECTOR 20,,YELLOW,Sector,20.0,,31.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:58:21,Other,PIT LANE ENTRY CLOSED,,,,,,31.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:58:27,Flag,CLEAR IN TRACK SECTOR 20,,CLEAR,Sector,20.0,,31.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:58:32,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,31.0,2021,6,Azerbaijan Grand Prix
2021-06-06 12:58:56,Other,MEDICAL CAR DEPLOYED,,,,,,31.0,2021,6,Azerbaijan Grand Prix
2021-06-06 13:07:57,Other,PIT LANE ENTRY OPEN,,,,,,34.0,2021,6,Azerbaijan Grand Prix
2021-06-06 13:08:29,Other,LAPPED CARS MAY NOW OVERTAKE - CAR 9 (MAZ),,,,,,34.0,2021,6,Azerbaijan Grand Prix
2021-06-06 13:09:44,Flag,CLEAR IN TRACK SECTOR 21,,CLEAR,Sector,21.0,,35.0,2021,6,Azerbaijan Grand Prix
2021-06-06 13:09:53,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,35.0,2021,6,Azerbaijan Grand Prix
2021-06-06 13:11:42,Flag,TRACK CLEAR,,CLEAR,Track,,,35.0,2021,6,Azerbaijan Grand Prix
2021-06-06 13:16:16,Drs,DRS ENABLED,ENABLED,,,,,38.0,2021,6,Azerbaijan Grand Prix
2021-06-06 13:29:27,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 17:29:27,,BLUE,Driver,,9,45.0,2021,6,Azerbaijan Grand Prix
2021-06-06 13:30:10,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 17:30:10,,BLUE,Driver,,9,46.0,2021,6,Azerbaijan Grand Prix
2021-06-06 13:30:18,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 17:30:17,,BLUE,Driver,,9,46.0,2021,6,Azerbaijan Grand Prix
2021-06-06 13:30:41,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 17:30:40,,BLUE,Driver,,9,46.0,2021,6,Azerbaijan Grand Prix
2021-06-06 13:31:38,Flag,DOUBLE YELLOW IN TRACK SECTOR 21,,DOUBLE YELLOW,Sector,21.0,,47.0,2021,6,Azerbaijan Grand Prix
2021-06-06 13:31:39,Other,DRS DISABLED IN ZONE 2,,,,,,47.0,2021,6,Azerbaijan Grand Prix
2021-06-06 13:31:41,Flag,YELLOW IN TRACK SECTOR 20,,YELLOW,Sector,20.0,,47.0,2021,6,Azerbaijan Grand Prix
2021-06-06 13:32:26,SafetyCar,SAFETY CAR THROUGH THE PIT LANE,THROUGH THE PIT LANE,,,,,47.0,2021,6,Azerbaijan Grand Prix
2021-06-06 13:32:29,Flag,CLEAR IN TRACK SECTOR 20,,CLEAR,Sector,20.0,,47.0,2021,6,Azerbaijan Grand Prix
2021-06-06 13:32:47,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,47.0,2021,6,Azerbaijan Grand Prix
2021-06-06 13:36:03,Flag,RED FLAG,,RED,Track,,,48.0,2021,6,Azerbaijan Grand Prix
2021-06-06 13:36:03,Flag,CLEAR IN TRACK SECTOR 21,,CLEAR,Sector,21.0,,48.0,2021,6,Azerbaijan Grand Prix
2021-06-06 13:37:10,Other,CAR 6 (LAT) UNDER INVESTIGATION - NOT USING PIT LANE,,,,,,49.0,2021,6,Azerbaijan Grand Prix
2021-06-06 13:38:36,Flag,TRACK CLEAR,,CLEAR,Track,,,49.0,2021,6,Azerbaijan Grand Prix
2021-06-06 13:40:24,Flag,DOUBLE YELLOW IN TRACK SECTOR 18,,DOUBLE YELLOW,Sector,18.0,,49.0,2021,6,Azerbaijan Grand Prix
2021-06-06 13:40:32,Flag,YELLOW IN TRACK SECTOR 17,,YELLOW,Sector,17.0,,49.0,2021,6,Azerbaijan Grand Prix
2021-06-06 13:40:34,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,,49.0,2021,6,Azerbaijan Grand Prix
2021-06-06 13:40:37,Flag,DOUBLE YELLOW IN TRACK SECTOR 17,,DOUBLE YELLOW,Sector,17.0,,49.0,2021,6,Azerbaijan Grand Prix
2021-06-06 13:40:37,Flag,CLEAR IN TRACK SECTOR 17,,CLEAR,Sector,17.0,,49.0,2021,6,Azerbaijan Grand Prix
2021-06-06 13:55:38,Other,RACE WILL BE RESUMED AT 18:10,,,,,,49.0,2021,6,Azerbaijan Grand Prix
2021-06-06 14:00:01,Other,10 MINUTE WARNING,,,,,,49.0,2021,6,Azerbaijan Grand Prix
2021-06-06 14:02:56,Other,CAR 6 (LAT) IN POSITION 15,,,,,,49.0,2021,6,Azerbaijan Grand Prix
2021-06-06 14:03:41,Other,THIS WILL BE A STANDING START RESTART,,,,,,49.0,2021,6,Azerbaijan Grand Prix
2021-06-06 14:09:02,Other,10 SECOND STOP/GO PENALTY FOR CAR 6 (LAT) AFTER RACE RESUMPTION- FAILING TO DRIVE THROUGH PIT LANE,,,,,,49.0,2021,6,Azerbaijan Grand Prix
2021-06-06 14:11:17,Other,STANDING START,,,,,,49.0,2021,6,Azerbaijan Grand Prix
2021-06-06 14:14:10,Flag,YELLOW IN TRACK SECTOR 2,,YELLOW,Sector,2.0,,50.0,2021,6,Azerbaijan Grand Prix
2021-06-06 14:14:16,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,,50.0,2021,6,Azerbaijan Grand Prix
2021-06-06 14:14:32,Other,PIT LANE ENTRY CLOSED,,,,,,50.0,2021,6,Azerbaijan Grand Prix
2021-06-06 14:16:24,Other,PIT LANE ENTRY OPEN,,,,,,51.0,2021,6,Azerbaijan Grand Prix
2021-06-06 14:17:33,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,51.0,2021,6,Azerbaijan Grand Prix
2021-06-06 14:18:17,Other,CAR 11 (PER) STOPPED AT PIT EXIT,,,,,,51.0,2021,6,Azerbaijan Grand Prix
2021-06-06 14:18:39,Flag,YELLOW IN TRACK SECTOR 2,,YELLOW,Sector,2.0,,51.0,2021,6,Azerbaijan Grand Prix
2021-06-06 14:18:44,Other,MEDICAL CAR DEPLOYED,,,,,,51.0,2021,6,Azerbaijan Grand Prix
2021-06-06 14:18:46,Flag,DOUBLE YELLOW IN TRACK SECTOR 2,,DOUBLE YELLOW,Sector,2.0,,51.0,2021,6,Azerbaijan Grand Prix
2021-06-06 14:20:42,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,,51.0,2021,6,Azerbaijan Grand Prix
2021-06-06 14:22:40,Flag,DOUBLE YELLOW IN TRACK SECTOR 18,,DOUBLE YELLOW,Sector,18.0,,51.0,2021,6,Azerbaijan Grand Prix
2021-06-06 14:22:42,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,,51.0,2021,6,Azerbaijan Grand Prix
2021-06-20 12:45:13,Other,RISK OF RAIN FOR F1 RACE IS 10%,,,,,,1.0,2021,7,French Grand Prix
2021-06-20 12:57:41,Drs,DRS DISABLED,DISABLED,,,,,1.0,2021,7,French Grand Prix
2021-06-20 13:03:26,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1.0,2021,7,French Grand Prix
2021-06-20 13:04:50,Other,TURN 2 INCIDENT INVOLVING CAR 33 (VER) NOTED - NO INVESTIGATION NECESSARY,,,,,,1.0,2021,7,French Grand Prix
2021-06-20 13:05:21,CarEvent,CAR 47 (MSC) MISSED THE APEX OF TURN 4,,,,,47,2.0,2021,7,French Grand Prix
2021-06-20 13:06:06,CarEvent,CAR 4 (NOR) MISSED THE APEX OF TURN 2,,,,,4,2.0,2021,7,French Grand Prix
2021-06-20 13:07:17,Drs,DRS ENABLED,ENABLED,,,,,3.0,2021,7,French Grand Prix
2021-06-20 13:10:05,CarEvent,CAR 47 (MSC) MISSED THE APEX OF TURN 4,,,,,47,4.0,2021,7,French Grand Prix
2021-06-20 13:22:30,CarEvent,CAR 77 (BOT) MISSED THE APEX OF TURN 4,,,,,77,12.0,2021,7,French Grand Prix
2021-06-20 13:25:46,Other,CAR 99 (GIO) TIME 1:41.689 DELETED - TRACK LIMITS AT TURN 6,,,,,,14.0,2021,7,French Grand Prix
2021-06-20 13:51:33,Flag,WAVED BLUE FLAG FOR CAR 47 (MSC) TIMED AT 15:51:33,,BLUE,Driver,,47,29.0,2021,7,French Grand Prix
2021-06-20 13:51:43,Flag,WAVED BLUE FLAG FOR CAR 47 (MSC) TIMED AT 15:51:43,,BLUE,Driver,,47,30.0,2021,7,French Grand Prix
2021-06-20 13:51:54,Flag,WAVED BLUE FLAG FOR CAR 47 (MSC) TIMED AT 15:51:54,,BLUE,Driver,,47,30.0,2021,7,French Grand Prix
2021-06-20 13:52:18,Other,TURN 11 INCIDENT INVOLVING CARS 4 (NOR) AND 10 (GAS) NOTED ,,,,,,30.0,2021,7,French Grand Prix
2021-06-20 13:54:19,Other,TURN 11 INCIDENT INVOLVING CARS 4 (NOR) AND 10 (GAS) - NO INVESTIGATION NECESSARY,,,,,,31.0,2021,7,French Grand Prix
2021-06-20 13:57:06,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 15:57:05,,BLUE,Driver,,9,33.0,2021,7,French Grand Prix
2021-06-20 13:59:14,Flag,WAVED BLUE FLAG FOR CAR 47 (MSC) TIMED AT 15:59:14,,BLUE,Driver,,47,34.0,2021,7,French Grand Prix
2021-06-20 13:59:32,Flag,WAVED BLUE FLAG FOR CAR 47 (MSC) TIMED AT 15:59:32,,BLUE,Driver,,47,34.0,2021,7,French Grand Prix
2021-06-20 14:00:01,Flag,WAVED BLUE FLAG FOR CAR 7 (RAI) TIMED AT 16:00:00,,BLUE,Driver,,7,35.0,2021,7,French Grand Prix
2021-06-20 14:04:17,Flag,WAVED BLUE FLAG FOR CAR 7 (RAI) TIMED AT 16:04:16,,BLUE,Driver,,7,37.0,2021,7,French Grand Prix
2021-06-20 14:07:24,Flag,WAVED BLUE FLAG FOR CAR 6 (LAT) TIMED AT 16:07:23,,BLUE,Driver,,6,39.0,2021,7,French Grand Prix
2021-06-20 14:07:45,Flag,WAVED BLUE FLAG FOR CAR 6 (LAT) TIMED AT 16:07:44,,BLUE,Driver,,6,39.0,2021,7,French Grand Prix
2021-06-20 14:10:00,Flag,WAVED BLUE FLAG FOR CAR 6 (LAT) TIMED AT 16:09:59,,BLUE,Driver,,6,41.0,2021,7,French Grand Prix
2021-06-20 14:10:33,Flag,WAVED BLUE FLAG FOR CAR 7 (RAI) TIMED AT 16:10:33,,BLUE,Driver,,7,41.0,2021,7,French Grand Prix
2021-06-20 14:12:15,Flag,WAVED BLUE FLAG FOR CAR 6 (LAT) TIMED AT 16:12:15,,BLUE,Driver,,6,42.0,2021,7,French Grand Prix
2021-06-20 14:15:30,Flag,WAVED BLUE FLAG FOR CAR 7 (RAI) TIMED AT 16:15:29,,BLUE,Driver,,7,44.0,2021,7,French Grand Prix
2021-06-20 14:15:59,Flag,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 16:15:59,,BLUE,Driver,,99,44.0,2021,7,French Grand Prix
2021-06-20 14:18:17,Flag,WAVED BLUE FLAG FOR CAR 16 (LEC) TIMED AT 16:18:17,,BLUE,Driver,,16,46.0,2021,7,French Grand Prix
2021-06-20 14:18:34,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:18:34,,BLUE,Driver,,31,46.0,2021,7,French Grand Prix
2021-06-20 14:19:19,Flag,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 16:19:18,,BLUE,Driver,,99,46.0,2021,7,French Grand Prix
2021-06-20 14:20:35,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 16:20:34,,BLUE,Driver,,63,47.0,2021,7,French Grand Prix
2021-06-20 14:21:25,Flag,WAVED BLUE FLAG FOR CAR 16 (LEC) TIMED AT 16:21:25,,BLUE,Driver,,16,48.0,2021,7,French Grand Prix
2021-06-20 14:21:44,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:21:44,,BLUE,Driver,,31,48.0,2021,7,French Grand Prix
2021-06-20 14:22:26,Flag,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 16:22:25,,BLUE,Driver,,22,48.0,2021,7,French Grand Prix
2021-06-20 14:23:04,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 16:23:04,,BLUE,Driver,,63,49.0,2021,7,French Grand Prix
2021-06-20 14:23:51,Flag,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 16:23:51,,BLUE,Driver,,22,49.0,2021,7,French Grand Prix
2021-06-20 14:25:38,Other,TURN 11 INCIDENT INVOLVING CARS 11 (PER) AND 77 (BOT) NOTED,,,,,,50.0,2021,7,French Grand Prix
2021-06-20 14:26:25,Flag,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 16:26:25,,BLUE,Driver,,99,51.0,2021,7,French Grand Prix
2021-06-20 14:27:35,Other,TURN 11 INCIDENT INVOLVING CARS 11 (PER) AND 77 (BOT) UNDER INVESTIGATION,,,,,,51.0,2021,7,French Grand Prix
2021-06-20 14:28:05,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:28:05,,BLUE,Driver,,31,52.0,2021,7,French Grand Prix
2021-06-20 14:28:09,Flag,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 16:28:08,,BLUE,Driver,,99,52.0,2021,7,French Grand Prix
2021-06-20 14:28:41,Flag,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 16:28:40,,BLUE,Driver,,22,52.0,2021,7,French Grand Prix
2021-06-20 14:30:29,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 16:30:28,,BLUE,Driver,,63,53.0,2021,7,French Grand Prix
